StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,UserLanguage,Q1.2,Q3.1_1,Q3.1_2,Q3.1_3,Q4.2,Q4.3,Q5.2,Q5.4,Q5.6,Q5.8,Q5.10,Q5.12,Q5.14,Q5.16,Q5.18,Q5.20,Q5.21,Q5.23,Q5.25,Q5.27,Q5.29,Q6.2,Q6.4,Q6.6,Q6.8,Q6.10,Q6.12,Q6.14,Q6.16,Q6.18,Q6.20,Q6.21,Q6.23,Q6.25,Q6.27,Q6.29,Q7.2,Q7.4,Q7.6,Q7.8,Q7.10,Q7.12,Q7.14,Q7.16,Q7.18,Q7.20,Q7.21,Q7.23,Q7.25,Q7.27,Q7.29,Q8.2,Q8.4,Q8.6,Q8.8,Q8.10,Q8.12,Q8.14,Q8.16,Q8.18,Q8.20,Q8.21,Q8.23,Q8.25,Q8.27,Q8.29,Q9.1_1,Q9.1_2,Q9.1_3,Q9.1_4,Q9.1_5,Q9.2,Q10.2,Q10.3,Q10.4,Q11.2,Q11.4,Q11.6,Q11.8,Q11.10,Q11.12,Q11.14,Q11.16,Q11.18,Q11.20,Q11.22,Q11.24,Q11.26,Q11.28,Q11.30,Q11.31,Q11.33,Q11.35,Q11.37,Q11.39,Q11.41,Q11.43,Q12.2,Q12.4,Q12.6,Q12.8,Q12.10,Q12.12,Q12.14,Q12.16,Q12.18,Q12.20,Q12.22,Q12.24,Q12.26,Q12.28,Q12.30,Q12.31,Q12.33,Q12.35,Q12.37,Q12.39,Q12.41,Q12.43,Q13.2,Q13.4,Q13.6,Q13.8,Q13.10,Q13.12,Q13.14,Q13.16,Q13.18,Q13.20,Q13.22,Q13.24,Q13.26,Q13.28,Q13.30,Q13.31,Q13.33,Q13.35,Q13.37,Q13.39,Q13.41,Q13.43,Q14.2,Q14.4,Q14.6,Q14.8,Q14.10,Q14.12,Q14.14,Q14.16,Q14.18,Q14.20,Q14.22,Q14.24,Q14.26,Q14.28,Q14.30,Q14.31,Q14.33,Q14.35,Q14.37,Q14.39,Q14.41,Q14.43,Q15.2,Q15.4,Q15.6,Q15.8,Q15.10,Q15.12,Q15.14,Q15.16,Q15.18,Q15.20,Q15.22,Q15.24,Q15.26,Q15.28,Q15.30,Q15.31,Q15.33,Q15.35,Q15.37,Q15.39,Q15.41,Q15.43,Q16.2,Q16.4,Q16.6,Q16.8,Q16.10,Q16.12,Q16.14,Q16.16,Q16.18,Q16.20,Q16.22,Q16.24,Q16.26,Q16.28,Q16.30,Q16.31,Q16.33,Q16.35,Q16.37,Q16.39,Q16.41,Q16.43,Q17.2,Q17.4,Q17.6,Q17.8,Q17.10,Q17.12,Q17.14,Q17.16,Q17.18,Q17.20,Q17.22,Q17.24,Q17.26,Q17.28,Q17.30,Q17.31,Q17.33,Q17.35,Q17.37,Q17.39,Q17.41,Q17.43,Q18.2,Q18.4,Q18.6,Q18.8,Q18.10,Q18.12,Q18.14,Q18.16,Q18.18,Q18.20,Q18.22,Q18.24,Q18.26,Q18.28,Q18.30,Q18.31,Q18.33,Q18.35,Q18.37,Q18.39,Q18.41,Q18.43,Q19.1_1,Q19.1_2,Q19.1_3,Q19.1_4,Q19.1_5,Q19.2,Q19.3,Q19.4,Q20.1,Q20.2,Q20.2_4_TEXT
2023-03-06 15:28:00,2023-03-06 15:39:43,100,702,True,2023-03-06 15:39:44,EN,I agree.,Not knowledgeable at all,Not knowledgeable at all,Not knowledgeable at all,The model is a computer program that automatically classify different types of food.,Red parts of the image have a high influence on the model's prediction.,,,,,,,,,,,,,,,,grilled_salmon,"No, I do not agree.",spring_rolls,"Yes, I agree.",cheese_plate,"No, I do not agree.",chocolate_mousse,"No, I do not agree.",gnocchi,"Yes, I agree.",I am familiar enough and do not need more examples.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Disagree,Disagree,Strongly disagree,Somewhat disagree,"I do not really trust it, a lot of times its recognizing surroundings as the part of the food",The model is a computer program that automatically evaluates if a criminal defendant is likely to reoffend.,The attributes will influence the automated decisions for criminal recidivism.,Positive values (in red) have a higher impact to the model's decision that the defendant is likely to reoffend.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,I think that the criminal defendant is not likely to reoffend.,"Yes, I agree.",Yes,I think that the criminal defendant is not likely to reoffend.,"No, I do not agree.",Yes,I think that the criminal defendant is not likely to reoffend.,"Yes, I agree.",Yes,I think that the criminal defendant is likely to reoffend.,"Yes, I agree.",Yes,I think that the criminal defendant is likely to reoffend.,"Yes, I agree.",I am familiar enough and do not need more examples.,,,,,,,Agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,I don't really trust AI,sex,priors count,29,Male,
2023-03-06 15:28:48,2023-03-06 15:39:48,100,660,True,2023-03-06 15:39:48,EN,I agree.,Moderately knowledgeable,Slightly knowledgeable,Slightly knowledgeable,The model is a computer program that automatically classify different types of food.,Red parts of the image have a high influence on the model's prediction.,,,,,,,,,,,,,,,,grilled_salmon,"Yes, I agree.",I don't know,"Yes, I agree.",cheese_plate,"Yes, I agree.",chocolate_mousse,"Yes, I agree.",,"Yes, I agree.",I am familiar enough and do not need more examples.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Because it showed that knows more than me about the subject,The model is a computer program that automatically evaluates if a criminal defendant is likely to reoffend.,The attributes will influence the automated decisions for criminal recidivism.,Positive values (in red) have a higher impact to the model's decision that the defendant is likely to reoffend.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,I think that the criminal defendant is not likely to reoffend.,"No, I do not agree.",No,I think that the criminal defendant is likely to reoffend.,"Yes, I agree.",No,I think that the criminal defendant is likely to reoffend.,"Yes, I agree.",No,I think that the criminal defendant is not likely to reoffend.,"Yes, I agree.",No,I think that the criminal defendant is not likely to reoffend.,"Yes, I agree.",I am familiar enough and do not need more examples.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,There is too many variables for the ML model to be capable of making such serious decisions,age category,race,24,Male,
2023-03-06 15:27:31,2023-03-06 15:39:58,100,746,True,2023-03-06 15:39:59,EN,I agree.,Slightly knowledgeable,Slightly knowledgeable,Not knowledgeable at all,The model is a computer program that automatically classify different types of food.,Red parts of the image have a high influence on the model's prediction.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,peking_duck,"No, I do not agree.",,"No, I do not agree.",,"Yes, I agree.",ice_cream,"No, I do not agree.",,"No, I do not agree.",I am familiar enough and do not need more examples.,,,,,,,,,,,,,,,,,,,,Somewhat agree,Somewhat disagree,Somewhat disagree,Disagree,Somewhat disagree,The model may consider the most suitable fragment from the image and misclassify it because it will be similar to another type of food.,The model is a computer program that automatically evaluates if a criminal defendant is likely to reoffend.,The attributes will influence the automated decisions for criminal recidivism.,Positive values (in red) have a higher impact to the model's decision that the defendant is likely to reoffend.,Yes,I think that the criminal defendant is likely to reoffend.,"Yes, I agree.",Yes,I think that the criminal defendant is likely to reoffend.,"Yes, I agree.",No,I think that the criminal defendant is likely to reoffend.,"Yes, I agree.",No,I think that the criminal defendant is not likely to reoffend.,"Yes, I agree.",No,I think that the criminal defendant is not likely to reoffend.,"Yes, I agree.",I am familiar enough and do not need more examples.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Agree,"The model takes many factors that determine the possibility of a reoffend. The decisions I made were 100% consistent with the decisions the model proposed, so I trust him.",age category,priors count,21,Male,
2023-03-06 15:28:06,2023-03-06 15:40:06,100,720,True,2023-03-06 15:40:07,EN,I agree.,Moderately knowledgeable,Moderately knowledgeable,Slightly knowledgeable,The model is a computer program that automatically classify different types of food.,Red parts of the image have a high influence on the model's prediction.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,steak,"Yes, I agree.",clam_chowder,"No, I do not agree.",poutine,"Yes, I agree.",,"Yes, I agree.",bibimbap,"Yes, I agree.",I am familiar enough and do not need more examples.,,,,,Somewhat agree,Agree,Agree,Agree,Somewhat agree,From images shown it seems to be accurate with its decision making,The model is a computer program that automatically evaluates if a criminal defendant is likely to reoffend.,The attributes will influence the automated decisions for criminal recidivism.,Positive values (in red) have a higher impact to the model's decision that the defendant is likely to reoffend.,Yes,I think that the criminal defendant is likely to reoffend.,"Yes, I agree.",Yes,I think that the criminal defendant is likely to reoffend.,"Yes, I agree.",Yes,I think that the criminal defendant is likely to reoffend.,"Yes, I agree.",Yes,I think that the criminal defendant is not likely to reoffend.,"Yes, I agree.",Yes,I think that the criminal defendant is not likely to reoffend.,"Yes, I agree.",I am familiar enough and do not need more examples.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Neither agree nor disagree,Disagree,Disagree,Disagree,"This is not a black and white area, the human compenant has to be considered, people are not statistics and can change.",juvenile misdemeanor count,priors count,35,Male,
2023-03-06 15:29:08,2023-03-06 15:40:24,100,675,True,2023-03-06 15:40:24,EN,I agree.,Slightly knowledgeable,Slightly knowledgeable,Not knowledgeable at all,The model is a computer program that automatically classify different types of food.,Red parts of the image have a high influence on the model's prediction.,,,,,,,,,,,,,,,,grilled_salmon,"Yes, I agree.",spring_rolls,"Yes, I agree.",,"Yes, I agree.",chocolate_mousse,"Yes, I agree.",macaroni_and_cheese,"Yes, I agree.",I am familiar enough and do not need more examples.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,The model seemed more accurate than me. I was unable to identify everything and the model was.,The model is a computer program that automatically evaluates if a criminal defendant is likely to reoffend.,The attributes will influence the automated decisions for criminal recidivism.,Positive values (in red) have a higher impact to the model's decision that the defendant is likely to reoffend.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,I think that the criminal defendant is likely to reoffend.,"Yes, I agree.",No,I think that the criminal defendant is not likely to reoffend.,"No, I do not agree.",No,I think that the criminal defendant is likely to reoffend.,"Yes, I agree.",No,I think that the criminal defendant is likely to reoffend.,"No, I do not agree.",No,I think that the criminal defendant is likely to reoffend.,"Yes, I agree.",I am familiar enough and do not need more examples.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,I felt that the model was slightly less accurate than my analysis.,violence decile score,sex,37,Female,
2023-03-06 15:27:23,2023-03-06 15:40:24,100,780,True,2023-03-06 15:40:25,EN,I agree.,Moderately knowledgeable,Moderately knowledgeable,Slightly knowledgeable,The model is a computer program that automatically classify different types of food.,Red parts of the image have a high influence on the model's prediction.,grilled_salmon,"Yes, I agree.",spring_rolls,"Yes, I agree.",cheese_plate,"No, I do not agree.",chocolate_mousse,"Yes, I agree.",macaroni_and_cheese,"No, I do not agree.",I am familiar enough and do not need more examples.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,"In my opinion, the model finds only the structure of the dish, not based on color",The model is a protocol to follow in order to decide if the criminal defendant is likely to reoffend.,The attributes will influence the automated decisions for criminal recidivism.,Positive values (in red) have a higher impact to the model's decision that the defendant is likely to reoffend.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,I think that the criminal defendant is likely to reoffend.,"Yes, I agree.",Yes,I think that the criminal defendant is likely to reoffend.,"Yes, I agree.",Yes,I think that the criminal defendant is likely to reoffend.,"No, I do not agree.",Yes,I think that the criminal defendant is likely to reoffend.,"Yes, I agree.",Yes,I think that the criminal defendant is likely to reoffend.,"No, I do not agree.",I am familiar enough and do not need more examples.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Disagree,Strongly disagree,Somewhat agree,Somewhat disagree,"In my opinion, the scale can try to match the person whether he or she will return to crime, but it will not make it a final decision",race,recidivism decile score,24,Female,
2023-03-06 15:29:47,2023-03-06 15:40:34,100,646,True,2023-03-06 15:40:35,EN,I agree.,Not knowledgeable at all,Not knowledgeable at all,Not knowledgeable at all,The model is a computer program that automatically classify different types of food.,Red parts of the image have a high influence on the model's prediction.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pork_chop,"Yes, I agree.",lobster_bisque,"Yes, I agree.",french_fries,"No, I do not agree.",panna_cotta,"No, I do not agree.",fried_rice,"No, I do not agree.",I am familiar enough and do not need more examples.,,,,,Disagree,Disagree,Disagree,Disagree,Disagree,Some given were wrong in my opinion ,The model is a computer program that automatically evaluates if a criminal defendant is likely to reoffend.,The attributes will influence the automated decisions for criminal recidivism.,Positive values (in red) have a higher impact to the model's decision that the defendant is likely to reoffend.,,,,,,,,,,,,,,,,,,,,,,,No,I think that the criminal defendant is likely to reoffend.,"No, I do not agree.",Yes,I think that the criminal defendant is likely to reoffend.,"No, I do not agree.",No,I think that the criminal defendant is likely to reoffend.,"No, I do not agree.",No,I think that the criminal defendant is not likely to reoffend.,"No, I do not agree.",No,I think that the criminal defendant is not likely to reoffend.,"No, I do not agree.",I am familiar enough and do not need more examples.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,It stated red was more likely to offend but then gave opposite results,priors count,sex,39,Male,
2023-03-06 15:27:33,2023-03-06 15:40:38,100,784,True,2023-03-06 15:40:39,EN,I agree.,Slightly knowledgeable,Moderately knowledgeable,Moderately knowledgeable,The model is a computer program that automatically classify different types of food.,Red parts of the image have a high influence on the model's prediction.,,,,,,,,,,,,,,,,grilled_salmon,"Yes, I agree.",spring_rolls,"Yes, I agree.",cheese_plate,"Yes, I agree.",chocolate_mousse,"Yes, I agree.",macaroni_and_cheese,"Yes, I agree.",I am familiar enough and do not need more examples.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,I picked the same food everytime,The model is a computer program that automatically evaluates if a criminal defendant is likely to reoffend.,The attributes will influence the automated decisions for criminal recidivism.,Positive (in red) and negative values (in blue) have the same impact to the model's decision that the defendant is likely to reoffend.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,I think that the criminal defendant is likely to reoffend.,"Yes, I agree.",No,I think that the criminal defendant is not likely to reoffend.,"Yes, I agree.",Yes,I think that the criminal defendant is likely to reoffend.,"No, I do not agree.",,I think that the criminal defendant is likely to reoffend.,"Yes, I agree.",,I think that the criminal defendant is likely to reoffend.,"No, I do not agree.",I am familiar enough and do not need more examples.,,,,,,,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,i think its very hard to predict something with so many variables,race,priors count,30,Male,
2023-03-06 15:28:35,2023-03-06 15:41:16,100,760,True,2023-03-06 15:41:16,EN,I agree.,Slightly knowledgeable,Slightly knowledgeable,Slightly knowledgeable,The model is a computer program that automatically classify different types of food.,Red parts of the image have a high influence on the model's prediction.,grilled_salmon,"Yes, I agree.",spring_rolls,"Yes, I agree.",cheese_plate,"Yes, I agree.",chocolate_mousse,"Yes, I agree.",macaroni_and_cheese,"Yes, I agree.",I need more examples to become familiar with the model.,chicken_wings,"Yes, I agree.",fish_and_chips,"Yes, I agree.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,the model might be wrong on occasions when the picture of food is not that obvious and thats why i do not fully trust the model,The model is a protocol to follow in order to decide if the criminal defendant is likely to reoffend.,The attributes will influence the automated decisions for criminal recidivism.,Positive values (in red) have a higher impact to the model's decision that the defendant is likely to reoffend.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,I think that the criminal defendant is not likely to reoffend.,"Yes, I agree.",Yes,I think that the criminal defendant is not likely to reoffend.,"Yes, I agree.",Yes,I think that the criminal defendant is likely to reoffend.,"No, I do not agree.",,I think that the criminal defendant is likely to reoffend.,"Yes, I agree.",,I think that the criminal defendant is likely to reoffend.,"Yes, I agree.",I need more examples to become familiar with the model.,Yes,I think that the criminal defendant is likely to reoffend.,"Yes, I agree.",,I think that the criminal defendant is not likely to reoffend.,"Yes, I agree.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,"taking into acount some atributes is not enough to make a decision so i dont fully trust the model decision, I would be willing to take its decision into consideration when making my own decision",recidivism decile score,sex,31,Male,
2023-03-06 15:28:52,2023-03-06 15:41:18,100,745,True,2023-03-06 15:41:18,EN,I agree.,Not knowledgeable at all,Slightly knowledgeable,Not knowledgeable at all,The model is a computer program that automatically classify different types of food.,Red parts of the image have a high influence on the model's prediction.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,steak,"No, I do not agree.",clam_chowder,"No, I do not agree.",poutine,"Yes, I agree.",panna_cotta,"Yes, I agree.",fried_rice,"No, I do not agree.",I am familiar enough and do not need more examples.,,,,,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,I trust it because it seemed to make good decisions ,The model is a protocol to follow in order to decide if the criminal defendant is likely to reoffend.,The attributes will influence the automated decisions for criminal recidivism.,Positive (in red) and negative values (in blue) have the same impact to the model's decision that the defendant is likely to reoffend.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,I think that the criminal defendant is not likely to reoffend.,"Yes, I agree.",Yes,I think that the criminal defendant is not likely to reoffend.,"Yes, I agree.",Yes,I think that the criminal defendant is likely to reoffend.,"No, I do not agree.",Yes,I think that the criminal defendant is not likely to reoffend.,"Yes, I agree.",Yes,I think that the criminal defendant is likely to reoffend.,"Yes, I agree.",I am familiar enough and do not need more examples.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,"The model is overall trust worthy, but seems to make some questionable decisions",race,priors count,21,Female,
2023-03-06 15:27:58,2023-03-06 15:41:24,100,805,True,2023-03-06 15:41:25,EN,I agree.,Slightly knowledgeable,Moderately knowledgeable,Slightly knowledgeable,The model is a computer program that automatically classify different types of food.,Red parts of the image have a high influence on the model's prediction.,,,,,,,,,,,,,,,,grilled_salmon,"Yes, I agree.",dumplings,"Yes, I agree.",cheese_plate,"Yes, I agree.",ice_cream,"Yes, I agree.",macaroni_and_cheese,"Yes, I agree.",I am familiar enough and do not need more examples.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Somewhat disagree,Agree,Somewhat agree,Agree,Machine learning has been developed for ever 4 decades now. I trust that the humans who wrote the complex algorithm know how to help the machine in identifying different objects.,The model is a computer program that automatically evaluates if a criminal defendant is likely to reoffend.,The attributes will influence the automated decisions for criminal recidivism.,Positive values (in red) have a higher impact to the model's decision that the defendant is likely to reoffend.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,I think that the criminal defendant is not likely to reoffend.,"Yes, I agree.",Yes,I think that the criminal defendant is not likely to reoffend.,"Yes, I agree.",Yes,I think that the criminal defendant is not likely to reoffend.,"Yes, I agree.",Yes,I think that the criminal defendant is likely to reoffend.,"Yes, I agree.",Yes,I think that the criminal defendant is likely to reoffend.,"Yes, I agree.",I am familiar enough and do not need more examples.,,,,,,,Disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Identifying criminals is different from identifying objects. I don't trust that a machine can correctly predict the outcome of a person's criminal tendencies majority of the times.,race,juvenile felony count,21,Male,
2023-03-06 15:26:46,2023-03-06 15:41:52,100,906,True,2023-03-06 15:41:53,EN,I agree.,Not knowledgeable at all,Not knowledgeable at all,Not knowledgeable at all,The model is a computer program that automatically classify different types of food.,Red parts of the image have a high influence on the model's prediction.,,,,,,,,,,,,,,,,grilled_salmon,"No, I do not agree.",spring_rolls,"Yes, I agree.",,"No, I do not agree.",ice_cream,"Yes, I agree.",macaroni_and_cheese,"Yes, I agree.",I am familiar enough and do not need more examples.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat disagree,Somewhat agree,Somewhat agree,Disagree,Somewhat disagree,"I distrust the model, because, in some cases it doesn't focus where it should to be able to recognize the type of food",The model is a computer program that automatically evaluates if a criminal defendant is likely to reoffend.,The attributes will influence the automated decisions for criminal recidivism.,Positive values (in red) have a higher impact to the model's decision that the defendant is likely to reoffend.,,I think that the criminal defendant is likely to reoffend.,"Yes, I agree.",,I think that the criminal defendant is likely to reoffend.,"Yes, I agree.",,I think that the criminal defendant is likely to reoffend.,"Yes, I agree.",,I think that the criminal defendant is not likely to reoffend.,"Yes, I agree.",,I think that the criminal defendant is not likely to reoffend.,"Yes, I agree.",I am familiar enough and do not need more examples.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Somewhat disagree,Somewhat agree,"I trust on the decisions, cause the were precise and in accordance with what i thought",race,violence decile score,24,Male,
2023-03-06 15:28:47,2023-03-06 15:41:58,100,790,True,2023-03-06 15:41:58,EN,I agree.,Slightly knowledgeable,Slightly knowledgeable,Not knowledgeable at all,The model is a computer program that automatically classify different types of food.,Red parts of the image have a high influence on the model's prediction.,grilled_salmon,"Yes, I agree.",spring_rolls,"Yes, I agree.",cheese_plate,"Yes, I agree.",chocolate_mousse,"Yes, I agree.",macaroni_and_cheese,"Yes, I agree.",I am familiar enough and do not need more examples.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,It has not made any mistakes yet,The model is a computer program that automatically evaluates if a criminal defendant is likely to reoffend.,The attributes will influence the automated decisions for criminal recidivism.,Positive values (in red) have a higher impact to the model's decision that the defendant is likely to reoffend.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,I think that the criminal defendant is likely to reoffend.,"Yes, I agree.",Yes,I think that the criminal defendant is likely to reoffend.,"Yes, I agree.",Yes,I think that the criminal defendant is likely to reoffend.,"Yes, I agree.",,I think that the criminal defendant is likely to reoffend.,"No, I do not agree.",Yes,I think that the criminal defendant is likely to reoffend.,"Yes, I agree.",I am familiar enough and do not need more examples.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,"It has disagreed with my opinion one time and I feel like my opinion was ""more correct""",age category,priors count,23,Male,
2023-03-06 15:29:40,2023-03-06 15:41:58,100,737,True,2023-03-06 15:41:58,EN,I agree.,Very knowledgeable,Very knowledgeable,Moderately knowledgeable,The model is a computer program that automatically classify different types of food.,Red parts of the image have a high influence on the model's prediction.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, I agree.",hummus,"No, I do not agree.",french_fries,"No, I do not agree.",,"No, I do not agree.",,"Yes, I agree.",I need more examples to become familiar with the model.,prime_rib,"Yes, I agree.",,"No, I do not agree.",,,,,,,,,,,,,,,,Somewhat disagree,Disagree,Neither agree nor disagree,Somewhat disagree,Disagree,Too many mistakes.,The model is a computer program that automatically evaluates if a criminal defendant is likely to reoffend.,The attributes will influence the automated decisions for criminal recidivism.,Positive (in red) and negative values (in blue) have the same impact to the model's decision that the defendant is likely to reoffend.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,I think that the criminal defendant is not likely to reoffend.,"No, I do not agree.",Yes,I think that the criminal defendant is likely to reoffend.,"Yes, I agree.",Yes,I think that the criminal defendant is likely to reoffend.,"Yes, I agree.",Yes,I think that the criminal defendant is not likely to reoffend.,"Yes, I agree.",Yes,I think that the criminal defendant is not likely to reoffend.,"Yes, I agree.",I am familiar enough and do not need more examples.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Too many mistakes. Unpredictable results.,age category,sex,42,Male,
